taxon_id	species	genus	scientist_family	inat_family	global_count	v3_role	v3_accepted	exact_label_accepted	metadata_mismatch_count	family_smoothed_yield	estimated_exact_accepted	planned_accepted_target	v4_role	selection_reason
92989	Abudefduf troschelii	Abudefduf	Pomacentridae	Pomacentridae	688	broad_pretraining	106	106	0	0.231227	159	200	primary_train	v3_exact_label_count_meets_minimum
1315932	Azurina multilineata	Azurina	Pomacentridae	Pomacentridae	421	broad_pretraining	51	51	0	0.231227	97	200	reserve_backfill	near_minimum_or_projection_uncertain
118682	Chromis chromis	Chromis	Pomacentridae	Pomacentridae	588	broad_pretraining	95	95	0	0.231227	136	200	reserve_backfill	near_minimum_or_projection_uncertain
49753	Microspathodon chrysurus	Microspathodon	Pomacentridae	Pomacentridae	468	broad_pretraining	148	148	0	0.231227	108	200	primary_train	v3_exact_label_count_meets_minimum
113101	Stegastes acapulcoensis	Stegastes	Pomacentridae	Pomacentridae	468	broad_pretraining	88	88	0	0.231227	108	200	reserve_backfill	near_minimum_or_projection_uncertain
128183	Stegastes partitus	Stegastes	Pomacentridae	Pomacentridae	446	broad_pretraining	85	85	0	0.231227	103	200	reserve_backfill	near_minimum_or_projection_uncertain
123922	Abudefduf sordidus	Abudefduf	Pomacentridae	Pomacentridae	510	eligible_not_selected			0	0.231227	118	200	primary_train	unselected_v3_candidate_projected_to_reach_minimum
119053	Amblyglyphidodon curacao	Amblyglyphidodon	Pomacentridae	Pomacentridae	298	eligible_not_selected			0	0.231227	69	0	excluded_low_supply	unlikely_to_reach_100_after_current_gates
132688	Amphiprion ocellaris	Amphiprion	Pomacentridae	Pomacentridae	313	eligible_not_selected			0	0.231227	72	0	excluded_low_supply	unlikely_to_reach_100_after_current_gates
1315937	Azurina atrilobata	Azurina	Pomacentridae	Pomacentridae	287	eligible_not_selected			0	0.231227	66	0	excluded_low_supply	unlikely_to_reach_100_after_current_gates
1315935	Azurina cyanea	Azurina	Pomacentridae	Pomacentridae	374	eligible_not_selected			0	0.231227	86	200	reserve_backfill	near_minimum_or_projection_uncertain
179880	Chromis viridis	Chromis	Pomacentridae	Pomacentridae	371	eligible_not_selected			0	0.231227	86	200	reserve_backfill	near_minimum_or_projection_uncertain
952775	Dascyllus aruanus	Dascyllus	Pomacentridae	Pomacentridae	365	eligible_not_selected			0	0.231227	84	200	reserve_backfill	near_minimum_or_projection_uncertain
49304	Stegastes planifrons	Stegastes	Pomacentridae	Pomacentridae	358	eligible_not_selected			0	0.231227	83	200	reserve_backfill	near_minimum_or_projection_uncertain
49749	Aplodinotus grunniens	Aplodinotus	Sciaenidae	Sciaenidae	392	broad_pretraining	118	118	0	0.293886	115	0	context_risk_holdout	class_concentrated_dead_caught_held_or_specimen_context
123459	Pterois miles	Pterois	Scorpaenidae	Scorpaenidae	382	broad_pretraining	19	19	0	0.11523	44	0	excluded_low_supply	unlikely_to_reach_100_after_current_gates
47280	Pterois volitans	Pterois	Scorpaenidae	Scorpaenidae	664	broad_pretraining	15	15	0	0.11523	77	0	context_risk_holdout	class_concentrated_dead_caught_held_or_specimen_context
52456	Cephalopholis argus	Cephalopholis	Serranidae	Epinephelidae	491	common_target_pretraining	200	200	0	0.305322	150	200	primary_train	v3_exact_label_count_meets_minimum
49639	Cephalopholis miniata	Cephalopholis	Serranidae	Epinephelidae	315	common_target_pretraining	97	97	0	0.305322	96	200	reserve_backfill	near_minimum_or_projection_uncertain
100099	Epinephelus fasciatus	Epinephelus	Serranidae	Epinephelidae	263	common_target_pretraining	118	118	0	0.305322	80	200	primary_train	v3_exact_label_count_meets_minimum
100121	Epinephelus merra	Epinephelus	Serranidae	Epinephelidae	331	common_target_pretraining	78	78	0	0.305322	101	200	reserve_backfill	near_minimum_or_projection_uncertain
96991	Cephalopholis cruentata	Cephalopholis	Serranidae	Epinephelidae	422	broad_pretraining	76	76	0	0.305322	129	200	reserve_backfill	near_minimum_or_projection_uncertain
96993	Cephalopholis fulva	Cephalopholis	Serranidae	Epinephelidae	255	broad_pretraining	89	89	0	0.305322	78	200	reserve_backfill	near_minimum_or_projection_uncertain
100119	Epinephelus marginatus	Epinephelus	Serranidae	Epinephelidae	353	broad_pretraining	128	128	0	0.305322	108	200	primary_train	v3_exact_label_count_meets_minimum
106306	Mycteroperca fusca	Mycteroperca	Serranidae	Epinephelidae	279	broad_pretraining	42	42	0	0.305322	85	200	reserve_backfill	near_minimum_or_projection_uncertain
118674	Serranus scriba	Serranus	Serranidae	Serranidae	593	broad_pretraining	200	200	0	0.338393	201	200	primary_train	v3_exact_label_count_meets_minimum
132533	Acanthopagrus australis	Acanthopagrus	Sparidae	Sparidae	288	broad_pretraining	106	106	0	0.271471	78	0	context_risk_holdout	class_concentrated_dead_caught_held_or_specimen_context
530886	Chrysophrys auratus	Chrysophrys	Sparidae	Sparidae	357	broad_pretraining	95	95	0	0.271471	97	200	reserve_backfill	near_minimum_or_projection_uncertain
118669	Diplodus sargus	Diplodus	Sparidae	Sparidae	758	broad_pretraining	200	200	0	0.271471	206	200	primary_train	v3_exact_label_count_meets_minimum
118667	Diplodus vulgaris	Diplodus	Sparidae	Sparidae	837	broad_pretraining	200	200	0	0.271471	227	200	primary_train	v3_exact_label_count_meets_minimum
132473	Lagodon rhomboides	Lagodon	Sparidae	Sparidae	450	broad_pretraining	154	154	0	0.271471	122	0	context_risk_holdout	class_concentrated_dead_caught_held_or_specimen_context
118662	Oblada melanurus	Oblada	Sparidae	Sparidae	592	broad_pretraining	157	157	0	0.271471	161	200	primary_train	v3_exact_label_count_meets_minimum
446325	Pachymetopon blochii	Pachymetopon	Sparidae	Sparidae	280	broad_pretraining	46	46	0	0.271471	76	0	excluded_low_supply	unlikely_to_reach_100_after_current_gates
118663	Sarpa salpa	Sarpa	Sparidae	Sparidae	956	broad_pretraining	104	104	0	0.271471	260	200	primary_train	v3_exact_label_count_meets_minimum
47251	Sphyraena barracuda	Sphyraena	Sphyraenidae	Sphyraenidae	802	common_target_pretraining	200	200	0	0.344146	276	200	primary_train	v3_exact_label_count_meets_minimum
102823	Hippocampus histrix	Hippocampus	Syngnathidae	Syngnathidae	501	broad_pretraining	26	26	0	0.170316	85	200	reserve_backfill	near_minimum_or_projection_uncertain
49404	Synodus intermedius	Synodus	Synodontidae	Synodontidae	257	broad_pretraining	72	72	0	0.28553	73	200	reserve_backfill	near_minimum_or_projection_uncertain
144017	Arothron hispidus	Arothron	Tetraodontidae	Tetraodontidae	466	common_target_pretraining	200	200	0	0.389391	181	200	primary_train	v3_exact_label_count_meets_minimum
119385	Arothron nigropunctatus	Arothron	Tetraodontidae	Tetraodontidae	519	common_target_pretraining	200	200	0	0.389391	202	200	primary_train	v3_exact_label_count_meets_minimum
129549	Canthigaster valentini	Canthigaster	Tetraodontidae	Tetraodontidae	298	common_target_pretraining	178	178	0	0.389391	116	200	primary_train	v3_exact_label_count_meets_minimum
83318	Arothron meleagris	Arothron	Tetraodontidae	Tetraodontidae	688	broad_pretraining	200	200	0	0.389391	268	200	primary_train	v3_exact_label_count_meets_minimum
128857	Canthigaster rostrata	Canthigaster	Tetraodontidae	Tetraodontidae	391	broad_pretraining	106	106	0	0.389391	152	200	primary_train	v3_exact_label_count_meets_minimum
311414	Tetractenos glaber	Tetractenos	Tetraodontidae	Tetraodontidae	257	broad_pretraining	75	75	0	0.389391	100	0	context_risk_holdout	class_concentrated_dead_caught_held_or_specimen_context
445691	Bellapiscis medius	Bellapiscis	Tripterygiidae	Tripterygiidae	398	broad_pretraining	17	17	0	0.152567	61	0	excluded_low_supply	unlikely_to_reach_100_after_current_gates
410520	Forsterygion lapillum	Forsterygion	Tripterygiidae	Tripterygiidae	630	broad_pretraining	94	94	0	0.152567	96	200	reserve_backfill	near_minimum_or_projection_uncertain
188591	Tripterygion tripteronotum	Tripterygion	Tripterygiidae	Tripterygiidae	282	broad_pretraining	21	21	0	0.152567	43	0	excluded_low_supply	unlikely_to_reach_100_after_current_gates
83290	Zanclus cornutus	Zanclus	Zanclidae	Zanclidae	1406	broad_pretraining	200	200	0	0.289685	407	200	primary_train	v3_exact_label_count_meets_minimum
